MapDate,StateAbbreviation,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20131210,CA,2.61,97.39,94.15,82.53,27.59,0.00,2013-12-10,2013-12-16,1
20131203,CA,2.61,97.39,94.15,82.53,27.59,0.00,2013-12-03,2013-12-09,1
20131126,CA,2.61,97.39,94.15,82.53,27.59,0.00,2013-11-26,2013-12-02,1
20131119,CA,2.61,97.39,96.00,84.12,27.59,0.00,2013-11-19,2013-11-25,1
20131112,CA,2.61,97.39,96.00,84.12,11.36,0.00,2013-11-12,2013-11-18,1
20131105,CA,2.62,97.38,95.98,84.12,11.36,0.00,2013-11-05,2013-11-11,1
20131029,CA,2.66,97.34,95.98,84.12,11.36,0.00,2013-10-29,2013-11-04,1
20131022,CA,2.66,97.34,95.98,84.12,11.36,0.00,2013-10-22,2013-10-28,1
20131015,CA,2.65,97.35,95.95,84.12,11.36,0.00,2013-10-15,2013-10-21,1
20131008,CA,2.52,97.48,95.95,84.12,11.36,0.00,2013-10-08,2013-10-14,1
20131001,CA,2.63,97.37,95.95,84.12,11.36,0.00,2013-10-01,2013-10-07,1
20130924,CA,2.63,97.37,96.04,89.84,11.36,0.00,2013-09-24,2013-09-30,1
20130917,CA,2.63,97.37,96.04,89.84,11.36,0.00,2013-09-17,2013-09-23,1
20130910,CA,0.00,100.00,97.08,92.94,11.36,0.00,2013-09-10,2013-09-16,1
20130903,CA,0.00,100.00,97.08,92.94,11.36,0.00,2013-09-03,2013-09-09,1
20130827,CA,0.00,100.00,98.23,93.86,11.36,0.00,2013-08-27,2013-09-02,1
20130820,CA,0.00,100.00,98.23,93.86,11.36,0.00,2013-08-20,2013-08-26,1
20130813,CA,0.00,100.00,98.23,93.86,11.36,0.00,2013-08-13,2013-08-19,1
20130806,CA,0.00,100.00,98.23,93.86,0.00,0.00,2013-08-06,2013-08-12,1
20130730,CA,0.00,100.00,98.23,93.86,0.00,0.00,2013-07-30,2013-08-05,1
20130723,CA,0.00,100.00,98.23,93.96,0.00,0.00,2013-07-23,2013-07-29,1
20130716,CA,0.00,100.00,98.23,93.96,0.00,0.00,2013-07-16,2013-07-22,1
20130709,CA,0.00,100.00,98.23,92.70,0.00,0.00,2013-07-09,2013-07-15,1
20130702,CA,0.00,100.00,98.23,92.70,0.00,0.00,2013-07-02,2013-07-08,1
20130625,CA,0.00,100.00,98.21,92.61,0.00,0.00,2013-06-25,2013-07-01,1
20130618,CA,0.00,100.00,98.21,67.07,0.00,0.00,2013-06-18,2013-06-24,1
20130611,CA,0.00,100.00,98.16,53.54,0.00,0.00,2013-06-11,2013-06-17,1
20130604,CA,0.00,100.00,98.16,53.64,0.00,0.00,2013-06-04,2013-06-10,1
20130528,CA,0.00,100.00,98.16,46.25,0.00,0.00,2013-05-28,2013-06-03,1
20130521,CA,0.00,100.00,98.16,46.25,0.00,0.00,2013-05-21,2013-05-27,1
20130514,CA,0.00,100.00,98.16,46.25,0.00,0.00,2013-05-14,2013-05-20,1
20130507,CA,0.00,100.00,98.16,46.25,0.00,0.00,2013-05-07,2013-05-13,1
20130430,CA,0.00,100.00,64.30,32.82,0.00,0.00,2013-04-30,2013-05-06,1
20130423,CA,2.84,97.16,63.42,30.00,0.00,0.00,2013-04-23,2013-04-29,1
20130416,CA,2.84,97.16,48.39,23.22,0.00,0.00,2013-04-16,2013-04-22,1
20130409,CA,2.84,97.16,48.39,23.22,0.00,0.00,2013-04-09,2013-04-15,1
20130402,CA,0.00,100.00,48.38,24.22,0.00,0.00,2013-04-02,2013-04-08,1
20130326,CA,0.00,100.00,48.38,24.22,0.00,0.00,2013-03-26,2013-04-01,1
20130319,CA,12.85,87.15,48.38,24.19,0.00,0.00,2013-03-19,2013-03-25,1
20130312,CA,15.63,84.37,46.23,24.19,0.00,0.00,2013-03-12,2013-03-18,1
20130305,CA,0.03,99.97,47.37,26.96,0.00,0.00,2013-03-05,2013-03-11,1
20130226,CA,0.02,99.98,47.13,26.96,0.00,0.00,2013-02-26,2013-03-04,1
20130219,CA,15.45,84.55,47.18,23.72,0.00,0.00,2013-02-19,2013-02-25,1
20130212,CA,34.53,65.47,47.18,23.72,0.00,0.00,2013-02-12,2013-02-18,1
20130205,CA,34.20,65.80,47.18,21.57,0.00,0.00,2013-02-05,2013-02-11,1
20130129,CA,34.20,65.80,47.18,21.57,0.00,0.00,2013-01-29,2013-02-04,1
20130122,CA,34.20,65.80,53.58,21.57,0.00,0.00,2013-01-22,2013-01-28,1
20130115,CA,34.20,65.80,53.58,21.57,0.00,0.00,2013-01-15,2013-01-21,1
20130108,CA,32.42,67.58,55.02,21.37,0.00,0.00,2013-01-08,2013-01-14,1
20130101,CA,31.75,68.25,55.32,22.50,0.00,0.00,2013-01-01,2013-01-07,1
20121225,CA,30.94,69.06,56.19,25.22,0.05,0.00,2012-12-25,2012-12-31,1
20121218,CA,30.94,69.06,56.19,26.15,0.05,0.00,2012-12-18,2012-12-24,1
20121211,CA,30.94,69.06,57.94,26.59,0.05,0.00,2012-12-11,2012-12-17,1
20121204,CA,23.15,76.85,59.36,26.59,0.05,0.00,2012-12-04,2012-12-10,1
20121127,CA,6.77,93.23,70.47,28.16,1.14,0.00,2012-11-27,2012-12-03,1
20121120,CA,4.82,95.18,67.67,21.61,1.14,0.00,2012-11-20,2012-11-26,1
20121113,CA,7.19,92.81,66.37,19.10,1.14,0.00,2012-11-13,2012-11-19,1
20121106,CA,7.19,92.81,67.75,19.10,1.14,0.00,2012-11-06,2012-11-12,1
20121030,CA,6.73,93.27,68.48,19.10,1.14,0.00,2012-10-30,2012-11-05,1
20121023,CA,6.75,93.25,68.48,19.10,1.14,0.00,2012-10-23,2012-10-29,1
20121016,CA,6.64,93.36,68.48,19.10,1.14,0.00,2012-10-16,2012-10-22,1
20121009,CA,6.64,93.36,69.57,21.98,1.14,0.00,2012-10-09,2012-10-15,1
20121002,CA,11.94,88.06,69.41,21.98,1.14,0.00,2012-10-02,2012-10-08,1
20120925,CA,11.95,88.05,69.41,22.27,1.14,0.00,2012-09-25,2012-10-01,1
20120918,CA,11.95,88.05,69.09,22.27,1.14,0.00,2012-09-18,2012-09-24,1
20120911,CA,11.74,88.26,69.13,22.31,1.14,0.00,2012-09-11,2012-09-17,1
20120904,CA,11.74,88.26,69.28,22.76,1.14,0.00,2012-09-04,2012-09-10,1
20120828,CA,11.74,88.26,69.44,23.05,1.14,0.00,2012-08-28,2012-09-03,1
20120821,CA,11.30,88.70,69.20,23.30,0.29,0.00,2012-08-21,2012-08-27,1
20120814,CA,11.30,88.70,63.84,23.31,0.29,0.00,2012-08-14,2012-08-20,1
20120807,CA,11.64,88.36,63.80,23.31,0.29,0.00,2012-08-07,2012-08-13,1
20120731,CA,11.64,88.36,63.80,23.60,0.29,0.00,2012-07-31,2012-08-06,1
20120724,CA,11.64,88.36,63.80,26.85,0.29,0.00,2012-07-24,2012-07-30,1
20120717,CA,15.88,84.12,59.74,22.92,0.00,0.00,2012-07-17,2012-07-23,1
20120710,CA,15.88,84.12,59.74,22.92,0.00,0.00,2012-07-10,2012-07-16,1
20120703,CA,15.88,84.12,59.77,22.92,0.00,0.00,2012-07-03,2012-07-09,1
20120626,CA,15.89,84.11,59.51,22.76,0.00,0.00,2012-06-26,2012-07-02,1
20120619,CA,15.89,84.11,59.51,22.60,0.00,0.00,2012-06-19,2012-06-25,1
20120612,CA,15.89,84.11,58.89,22.60,0.00,0.00,2012-06-12,2012-06-18,1
20120605,CA,15.89,84.11,58.89,22.60,0.00,0.00,2012-06-05,2012-06-11,1
20120529,CA,15.89,84.11,58.89,22.60,0.00,0.00,2012-05-29,2012-06-04,1
20120522,CA,15.89,84.11,58.89,22.60,0.00,0.00,2012-05-22,2012-05-28,1
20120515,CA,15.89,84.11,58.89,22.60,0.00,0.00,2012-05-15,2012-05-21,1
20120508,CA,15.89,84.11,58.89,21.14,0.00,0.00,2012-05-08,2012-05-14,1
20120501,CA,15.84,84.16,58.97,21.14,0.00,0.00,2012-05-01,2012-05-07,1
20120424,CA,15.84,84.16,60.23,22.87,0.00,0.00,2012-04-24,2012-04-30,1
20120417,CA,15.84,84.16,60.23,26.35,0.00,0.00,2012-04-17,2012-04-23,1
20120410,CA,4.89,95.11,81.47,49.00,0.00,0.00,2012-04-10,2012-04-16,1
20120403,CA,3.54,96.46,82.01,46.25,0.00,0.00,2012-04-03,2012-04-09,1
20120327,CA,2.22,97.78,89.61,46.25,0.00,0.00,2012-03-27,2012-04-02,1
20120320,CA,2.22,97.78,89.61,40.14,0.00,0.00,2012-03-20,2012-03-26,1
20120313,CA,0.11,99.89,90.14,45.73,0.00,0.00,2012-03-13,2012-03-19,1
20120306,CA,4.39,95.61,75.24,16.02,0.00,0.00,2012-03-06,2012-03-12,1
20120228,CA,4.39,95.61,72.09,16.02,0.00,0.00,2012-02-28,2012-03-05,1
20120221,CA,4.77,95.23,67.76,5.06,0.00,0.00,2012-02-21,2012-02-27,1
20120214,CA,10.37,89.63,59.06,0.00,0.00,0.00,2012-02-14,2012-02-20,1
20120207,CA,10.37,89.63,59.06,0.00,0.00,0.00,2012-02-07,2012-02-13,1
20120131,CA,11.09,88.91,57.33,0.00,0.00,0.00,2012-01-31,2012-02-06,1
20120124,CA,19.12,80.88,41.23,0.00,0.00,0.00,2012-01-24,2012-01-30,1
20120117,CA,18.74,81.26,46.34,3.10,0.00,0.00,2012-01-17,2012-01-23,1
20120110,CA,19.10,80.90,46.34,3.10,0.00,0.00,2012-01-10,2012-01-16,1
20120103,CA,29.91,70.09,46.34,0.00,0.00,0.00,2012-01-03,2012-01-09,1
20111227,CA,33.91,66.09,5.41,0.00,0.00,0.00,2011-12-27,2012-01-02,1
20111220,CA,71.58,28.42,0.00,0.00,0.00,0.00,2011-12-20,2011-12-26,1
20111213,CA,74.32,25.68,0.00,0.00,0.00,0.00,2011-12-13,2011-12-19,1
20111206,CA,82.53,17.47,0.00,0.00,0.00,0.00,2011-12-06,2011-12-12,1
20111129,CA,88.32,11.68,0.00,0.00,0.00,0.00,2011-11-29,2011-12-05,1
20111122,CA,88.42,11.58,0.00,0.00,0.00,0.00,2011-11-22,2011-11-28,1
20111115,CA,88.42,11.58,0.00,0.00,0.00,0.00,2011-11-15,2011-11-21,1
20111108,CA,88.51,11.49,0.00,0.00,0.00,0.00,2011-11-08,2011-11-14,1
20111101,CA,89.22,10.78,0.00,0.00,0.00,0.00,2011-11-01,2011-11-07,1
20111025,CA,89.25,10.75,0.00,0.00,0.00,0.00,2011-10-25,2011-10-31,1
20111018,CA,89.25,10.75,0.00,0.00,0.00,0.00,2011-10-18,2011-10-24,1
20111011,CA,89.25,10.75,0.00,0.00,0.00,0.00,2011-10-11,2011-10-17,1
20111004,CA,89.25,10.75,0.00,0.00,0.00,0.00,2011-10-04,2011-10-10,1
20110927,CA,89.14,10.86,0.00,0.00,0.00,0.00,2011-09-27,2011-10-03,1
20110920,CA,89.14,10.86,0.00,0.00,0.00,0.00,2011-09-20,2011-09-26,1
20110913,CA,87.36,12.64,0.00,0.00,0.00,0.00,2011-09-13,2011-09-19,1
20110906,CA,87.55,12.45,0.00,0.00,0.00,0.00,2011-09-06,2011-09-12,1
20110830,CA,92.14,7.86,0.00,0.00,0.00,0.00,2011-08-30,2011-09-05,1
20110823,CA,92.12,7.88,0.00,0.00,0.00,0.00,2011-08-23,2011-08-29,1
20110816,CA,92.12,7.88,0.00,0.00,0.00,0.00,2011-08-16,2011-08-22,1
20110809,CA,85.34,14.66,0.00,0.00,0.00,0.00,2011-08-09,2011-08-15,1
20110802,CA,85.34,14.66,0.00,0.00,0.00,0.00,2011-08-02,2011-08-08,1
20110726,CA,85.34,14.66,0.00,0.00,0.00,0.00,2011-07-26,2011-08-01,1
20110719,CA,85.34,14.66,0.00,0.00,0.00,0.00,2011-07-19,2011-07-25,1
20110712,CA,87.87,12.13,0.00,0.00,0.00,0.00,2011-07-12,2011-07-18,1
20110705,CA,87.71,12.29,0.00,0.00,0.00,0.00,2011-07-05,2011-07-11,1
20110628,CA,87.71,12.29,0.00,0.00,0.00,0.00,2011-06-28,2011-07-04,1
20110621,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-06-21,2011-06-27,1
20110614,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-06-14,2011-06-20,1
20110607,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-06-07,2011-06-13,1
20110531,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-05-31,2011-06-06,1
20110524,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-05-24,2011-05-30,1
20110517,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-05-17,2011-05-23,1
20110510,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-05-10,2011-05-16,1
20110503,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-05-03,2011-05-09,1
20110426,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-04-26,2011-05-02,1
20110419,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-04-19,2011-04-25,1
20110412,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-04-12,2011-04-18,1
20110405,CA,99.99,0.01,0.00,0.00,0.00,0.00,2011-04-05,2011-04-11,1
20110329,CA,99.94,0.06,0.00,0.00,0.00,0.00,2011-03-29,2011-04-04,1
20110322,CA,96.87,3.13,0.00,0.00,0.00,0.00,2011-03-22,2011-03-28,1
20110315,CA,94.20,5.80,0.00,0.00,0.00,0.00,2011-03-15,2011-03-21,1
20110308,CA,94.20,5.80,0.00,0.00,0.00,0.00,2011-03-08,2011-03-14,1
20110301,CA,99.94,0.06,0.00,0.00,0.00,0.00,2011-03-01,2011-03-07,1
20110222,CA,99.94,0.06,0.00,0.00,0.00,0.00,2011-02-22,2011-02-28,1
20110215,CA,77.34,22.66,0.00,0.00,0.00,0.00,2011-02-15,2011-02-21,1
20110208,CA,77.34,22.66,0.00,0.00,0.00,0.00,2011-02-08,2011-02-14,1
20110201,CA,99.94,0.06,0.00,0.00,0.00,0.00,2011-02-01,2011-02-07,1
20110125,CA,99.94,0.06,0.00,0.00,0.00,0.00,2011-01-25,2011-01-31,1
20110118,CA,99.94,0.06,0.00,0.00,0.00,0.00,2011-01-18,2011-01-24,1
20110111,CA,99.93,0.07,0.00,0.00,0.00,0.00,2011-01-11,2011-01-17,1
20110104,CA,98.62,1.38,0.00,0.00,0.00,0.00,2011-01-04,2011-01-10,1
20101228,CA,98.62,1.38,0.00,0.00,0.00,0.00,2010-12-28,2011-01-03,1
20101221,CA,94.86,5.14,0.00,0.00,0.00,0.00,2010-12-21,2010-12-27,1
20101214,CA,79.56,20.44,1.25,0.00,0.00,0.00,2010-12-14,2010-12-20,1
20101207,CA,78.93,21.07,2.14,0.00,0.00,0.00,2010-12-07,2010-12-13,1
20101130,CA,81.67,18.33,2.41,0.00,0.00,0.00,2010-11-30,2010-12-06,1
20101123,CA,90.14,9.86,2.41,0.00,0.00,0.00,2010-11-23,2010-11-29,1
20101116,CA,90.14,9.86,4.62,0.19,0.00,0.00,2010-11-16,2010-11-22,1
20101109,CA,90.14,9.86,4.62,0.19,0.00,0.00,2010-11-09,2010-11-15,1
20101102,CA,90.14,9.86,4.62,0.19,0.00,0.00,2010-11-02,2010-11-08,1
20101026,CA,90.14,9.86,4.62,0.19,0.00,0.00,2010-10-26,2010-11-01,1
20101019,CA,88.08,11.92,6.07,0.24,0.00,0.00,2010-10-19,2010-10-25,1
20101012,CA,88.08,11.92,6.07,0.24,0.00,0.00,2010-10-12,2010-10-18,1
20101005,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-10-05,2010-10-11,1
20100928,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-09-28,2010-10-04,1
20100921,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-09-21,2010-09-27,1
20100914,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-09-14,2010-09-20,1
20100907,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-09-07,2010-09-13,1
20100831,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-08-31,2010-09-06,1
20100824,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-08-24,2010-08-30,1
20100817,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-08-17,2010-08-23,1
20100810,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-08-10,2010-08-16,1
20100803,CA,85.44,14.56,8.08,0.24,0.00,0.00,2010-08-03,2010-08-09,1
20100727,CA,87.46,12.54,8.08,0.24,0.00,0.00,2010-07-27,2010-08-02,1
20100720,CA,87.79,12.21,8.08,0.24,0.00,0.00,2010-07-20,2010-07-26,1
20100713,CA,87.97,12.03,8.08,0.24,0.00,0.00,2010-07-13,2010-07-19,1
20100706,CA,87.97,12.03,8.08,0.24,0.00,0.00,2010-07-06,2010-07-12,1
20100629,CA,87.97,12.03,8.08,0.24,0.00,0.00,2010-06-29,2010-07-05,1
20100622,CA,87.97,12.03,8.08,0.24,0.00,0.00,2010-06-22,2010-06-28,1
20100615,CA,87.97,12.03,8.08,0.24,0.00,0.00,2010-06-15,2010-06-21,1
20100608,CA,87.97,12.03,8.08,5.97,0.00,0.00,2010-06-08,2010-06-14,1
20100601,CA,87.02,12.98,8.08,5.97,0.00,0.00,2010-06-01,2010-06-07,1
20100525,CA,87.02,12.98,8.08,5.97,0.00,0.00,2010-05-25,2010-05-31,1
20100518,CA,81.30,18.70,8.58,6.96,0.00,0.00,2010-05-18,2010-05-24,1
20100511,CA,72.69,27.31,9.13,7.09,0.00,0.00,2010-05-11,2010-05-17,1
20100504,CA,72.82,27.18,9.89,7.10,0.00,0.00,2010-05-04,2010-05-10,1
20100427,CA,72.82,27.18,9.89,7.10,0.00,0.00,2010-04-27,2010-05-03,1
20100420,CA,67.61,32.39,9.89,7.10,0.00,0.00,2010-04-20,2010-04-26,1
20100413,CA,67.76,32.24,9.89,7.10,0.00,0.00,2010-04-13,2010-04-19,1
20100406,CA,63.21,36.79,9.89,7.10,0.00,0.00,2010-04-06,2010-04-12,1
20100330,CA,63.24,36.76,9.91,7.10,0.00,0.00,2010-03-30,2010-04-05,1
20100323,CA,64.29,35.71,9.91,7.10,0.00,0.00,2010-03-23,2010-03-29,1
20100316,CA,66.08,33.92,10.14,6.75,0.00,0.00,2010-03-16,2010-03-22,1
20100309,CA,66.67,33.33,10.91,5.88,0.00,0.00,2010-03-09,2010-03-15,1
20100302,CA,64.59,35.41,10.72,4.28,0.00,0.00,2010-03-02,2010-03-08,1
20100223,CA,64.59,35.41,10.72,4.28,0.00,0.00,2010-02-23,2010-03-01,1
20100216,CA,64.05,35.95,10.98,4.28,0.00,0.00,2010-02-16,2010-02-22,1
20100209,CA,44.32,55.68,10.98,2.19,0.00,0.00,2010-02-09,2010-02-15,1
20100202,CA,43.19,56.81,18.75,2.19,0.00,0.00,2010-02-02,2010-02-08,1
20100126,CA,42.61,57.39,19.41,2.19,0.00,0.00,2010-01-26,2010-02-01,1
20100119,CA,7.94,92.06,63.20,13.98,0.00,0.00,2010-01-19,2010-01-25,1
20100112,CA,6.56,93.44,72.94,21.22,0.00,0.00,2010-01-12,2010-01-18,1
20100105,CA,6.56,93.44,72.75,9.04,0.00,0.00,2010-01-05,2010-01-11,1
20091229,CA,6.56,93.44,72.16,9.24,0.00,0.00,2009-12-29,2010-01-04,1
20210727,CO,56.19,43.81,38.16,32.98,26.82,15.43,2021-07-27,2021-08-02,1
20210720,CO,54.43,45.57,41.02,36.23,28.15,18.32,2021-07-20,2021-07-26,1
20210713,CO,54.44,45.56,40.99,36.23,29.94,18.32,2021-07-13,2021-07-19,1
20210706,CO,54.48,45.52,41.51,36.37,29.95,17.52,2021-07-06,2021-07-12,1
20210629,CO,54.48,45.52,41.62,36.37,29.95,17.52,2021-06-29,2021-07-05,1
20210622,CO,54.41,45.59,41.62,36.37,30.35,17.73,2021-06-22,2021-06-28,1
20210615,CO,54.98,45.02,41.42,35.54,29.86,17.53,2021-06-15,2021-06-21,1
20210608,CO,54.98,45.02,41.42,35.54,29.15,17.53,2021-06-08,2021-06-14,1
20210601,CO,51.10,48.90,43.36,35.53,29.15,16.39,2021-06-01,2021-06-07,1
20210525,CO,33.83,66.17,46.22,35.53,29.15,16.39,2021-05-25,2021-05-31,1
20210518,CO,23.30,76.70,51.80,39.29,28.96,16.39,2021-05-18,2021-05-24,1
20210511,CO,13.05,86.95,75.19,43.27,29.45,16.39,2021-05-11,2021-05-17,1
20210504,CO,7.84,92.16,79.86,51.85,31.01,16.39,2021-05-04,2021-05-10,1
20210427,CO,1.19,98.81,89.13,60.45,32.13,16.68,2021-04-27,2021-05-03,1
20210420,CO,1.19,98.81,89.13,60.45,32.13,14.65,2021-04-20,2021-04-26,1
20210413,CO,0.00,100.00,92.31,61.69,32.13,14.65,2021-04-13,2021-04-19,1
20210406,CO,0.00,100.00,92.31,61.69,32.13,14.65,2021-04-06,2021-04-12,1
20210330,CO,0.00,100.00,92.31,61.69,32.13,14.65,2021-03-30,2021-04-05,1
20210323,CO,0.00,100.00,92.62,62.13,32.13,15.10,2021-03-23,2021-03-29,1
20210316,CO,0.00,100.00,95.76,71.47,38.64,15.10,2021-03-16,2021-03-22,1
20210309,CO,0.00,100.00,98.57,88.76,56.64,15.89,2021-03-09,2021-03-15,1
20210302,CO,0.00,100.00,98.57,88.76,56.66,15.89,2021-03-02,2021-03-08,1
20210223,CO,0.00,100.00,98.57,88.76,56.93,15.89,2021-02-23,2021-03-01,1
20210216,CO,0.00,100.00,100.00,90.24,58.91,17.78,2021-02-16,2021-02-22,1
20210209,CO,0.00,100.00,100.00,90.24,70.11,24.79,2021-02-09,2021-02-15,1
20210202,CO,0.00,100.00,100.00,90.24,70.73,24.79,2021-02-02,2021-02-08,1
20210126,CO,0.00,100.00,100.00,90.65,73.11,24.91,2021-01-26,2021-02-01,1
20210119,CO,0.00,100.00,100.00,91.06,73.63,27.59,2021-01-19,2021-01-25,1
20210112,CO,0.00,100.00,100.00,91.03,73.63,27.59,2021-01-12,2021-01-18,1
20210105,CO,0.00,100.00,100.00,93.73,76.17,27.60,2021-01-05,2021-01-11,1
20201229,CO,0.00,100.00,100.00,93.73,76.17,27.60,2020-12-29,2021-01-04,1
20201222,CO,0.00,100.00,100.00,93.73,76.17,27.60,2020-12-22,2020-12-28,1
20201215,CO,0.00,100.00,100.00,93.73,76.17,27.60,2020-12-15,2020-12-21,1
20201208,CO,0.00,100.00,100.00,93.71,76.17,27.60,2020-12-08,2020-12-14,1
20201201,CO,0.00,100.00,100.00,93.71,74.68,26.71,2020-12-01,2020-12-07,1
20201124,CO,0.00,100.00,100.00,93.71,74.63,27.22,2020-11-24,2020-11-30,1
20201117,CO,0.00,100.00,100.00,93.71,74.08,27.22,2020-11-17,2020-11-23,1
20201110,CO,0.00,100.00,100.00,93.71,74.08,24.64,2020-11-10,2020-11-16,1
20201103,CO,0.00,100.00,100.00,93.71,74.08,24.39,2020-11-03,2020-11-09,1
20201027,CO,0.00,100.00,100.00,97.26,75.91,21.82,2020-10-27,2020-11-02,1
20201020,CO,0.00,100.00,100.00,97.26,77.72,21.82,2020-10-20,2020-10-26,1
20201013,CO,0.00,100.00,100.00,97.23,59.23,16.72,2020-10-13,2020-10-19,1
20201006,CO,0.00,100.00,99.30,90.39,59.23,16.72,2020-10-06,2020-10-12,1
20200929,CO,0.00,100.00,99.29,89.35,52.88,2.64,2020-09-29,2020-10-05,1
20200922,CO,0.00,100.00,98.61,87.77,50.10,0.38,2020-09-22,2020-09-28,1
20200915,CO,0.00,100.00,98.60,88.89,50.10,0.38,2020-09-15,2020-09-21,1
20200908,CO,0.00,100.00,98.83,92.27,54.82,0.38,2020-09-08,2020-09-14,1
20200901,CO,0.00,100.00,98.80,91.55,36.85,0.38,2020-09-01,2020-09-07,1
20200825,CO,0.00,100.00,98.26,93.29,36.52,0.38,2020-08-25,2020-08-31,1
20200818,CO,0.00,100.00,98.76,72.69,27.31,0.00,2020-08-18,2020-08-24,1
20200811,CO,0.00,100.00,93.87,61.43,23.66,0.00,2020-08-11,2020-08-17,1
20200804,CO,0.00,100.00,85.88,58.79,26.64,0.00,2020-08-04,2020-08-10,1
20200728,CO,0.65,99.35,83.72,58.79,26.64,0.00,2020-07-28,2020-08-03,1
20200721,CO,2.95,97.05,73.99,60.34,31.77,0.00,2020-07-21,2020-07-27,1
20200714,CO,4.64,95.36,70.20,57.84,36.91,0.00,2020-07-14,2020-07-20,1
20200707,CO,15.67,84.33,69.18,55.41,34.07,0.00,2020-07-07,2020-07-13,1
20200630,CO,15.67,84.33,67.96,56.23,34.07,1.37,2020-06-30,2020-07-06,1
20200623,CO,17.21,82.79,67.96,56.23,32.96,0.00,2020-06-23,2020-06-29,1
20200616,CO,18.40,81.60,65.91,55.41,32.96,0.00,2020-06-16,2020-06-22,1
20200609,CO,23.22,76.78,63.64,49.38,25.49,0.00,2020-06-09,2020-06-15,1
20200602,CO,23.22,76.78,63.50,47.08,19.46,0.00,2020-06-02,2020-06-08,1
20200526,CO,23.22,76.78,65.20,43.76,17.52,0.00,2020-05-26,2020-06-01,1
20200519,CO,23.22,76.78,65.20,46.31,17.52,0.00,2020-05-19,2020-05-25,1
20200512,CO,20.76,79.24,62.66,46.08,14.65,0.00,2020-05-12,2020-05-18,1
20200505,CO,23.79,76.21,61.83,40.72,11.34,0.00,2020-05-05,2020-05-11,1
20200428,CO,24.47,75.53,56.64,32.72,0.00,0.00,2020-04-28,2020-05-04,1
20200421,CO,33.26,66.74,53.58,28.51,0.00,0.00,2020-04-21,2020-04-27,1
20200414,CO,33.26,66.74,53.23,12.88,0.00,0.00,2020-04-14,2020-04-20,1
20200407,CO,35.36,64.64,47.33,6.50,0.00,0.00,2020-04-07,2020-04-13,1
20200331,CO,32.23,67.77,47.33,3.25,0.00,0.00,2020-03-31,2020-04-06,1
20200324,CO,30.32,69.68,45.87,3.25,0.00,0.00,2020-03-24,2020-03-30,1
20200317,CO,30.09,69.91,46.88,3.30,0.00,0.00,2020-03-17,2020-03-23,1
20200310,CO,30.09,69.91,46.88,3.30,0.00,0.00,2020-03-10,2020-03-16,1
20200303,CO,30.09,69.91,45.33,3.30,0.00,0.00,2020-03-03,2020-03-09,1
20200225,CO,30.09,69.91,42.77,3.30,0.00,0.00,2020-02-25,2020-03-02,1
20200218,CO,28.74,71.26,43.82,3.30,0.00,0.00,2020-02-18,2020-02-24,1
20200211,CO,27.72,72.28,43.82,3.30,0.00,0.00,2020-02-11,2020-02-17,1
20200204,CO,22.39,77.61,51.12,3.30,0.00,0.00,2020-02-04,2020-02-10,1
20200128,CO,22.39,77.61,51.19,3.30,0.00,0.00,2020-01-28,2020-02-03,1
20200121,CO,22.39,77.61,51.19,13.84,0.00,0.00,2020-01-21,2020-01-27,1
20200114,CO,31.72,68.28,51.19,13.84,0.00,0.00,2020-01-14,2020-01-20,1
20200107,CO,31.72,68.28,51.19,13.84,0.00,0.00,2020-01-07,2020-01-13,1
20191231,CO,31.72,68.28,51.19,20.11,0.00,0.00,2019-12-31,2020-01-06,1
20191224,CO,31.72,68.28,51.19,20.11,0.00,0.00,2019-12-24,2019-12-30,1
20191217,CO,31.72,68.28,51.19,20.11,0.00,0.00,2019-12-17,2019-12-23,1
20191210,CO,28.03,71.97,55.82,30.09,0.00,0.00,2019-12-10,2019-12-16,1
20191203,CO,28.20,71.80,55.90,30.26,0.00,0.00,2019-12-03,2019-12-09,1
20191126,CO,24.08,75.92,61.85,32.29,0.00,0.00,2019-11-26,2019-12-02,1
20191119,CO,25.19,74.81,59.95,32.23,0.00,0.00,2019-11-19,2019-11-25,1
