"GEO_ID","NAME","B07013_001E","B07013_001M","B07013_002E","B07013_002M","B07013_003E","B07013_003M","B07013_004E","B07013_004M","B07013_005E","B07013_005M","B07013_006E","B07013_006M","B07013_007E","B07013_007M","B07013_008E","B07013_008M","B07013_009E","B07013_009M","B07013_010E","B07013_010M","B07013_011E","B07013_011M","B07013_012E","B07013_012M","B07013_013E","B07013_013M","B07013_014E","B07013_014M","B07013_015E","B07013_015M","B07013_016E","B07013_016M","B07013_017E","B07013_017M","B07013_018E","B07013_018M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Householder lived in owner-occupied housing units","Margin of Error!!Total!!Householder lived in owner-occupied housing units","Estimate!!Total!!Householder lived in renter-occupied housing units","Margin of Error!!Total!!Householder lived in renter-occupied housing units","Estimate!!Total!!Same house 1 year ago","Margin of Error!!Total!!Same house 1 year ago","Estimate!!Total!!Same house 1 year ago!!Householder lived in owner-occupied housing units","Margin of Error!!Total!!Same house 1 year ago!!Householder lived in owner-occupied housing units","Estimate!!Total!!Same house 1 year ago!!Householder lived in renter-occupied housing units","Margin of Error!!Total!!Same house 1 year ago!!Householder lived in renter-occupied housing units","Estimate!!Total!!Moved within same county","Margin of Error!!Total!!Moved within same county","Estimate!!Total!!Moved within same county!!Householder lived in owner-occupied housing units","Margin of Error!!Total!!Moved within same county!!Householder lived in owner-occupied housing units","Estimate!!Total!!Moved within same county!!Householder lived in renter-occupied housing units","Margin of Error!!Total!!Moved within same county!!Householder lived in renter-occupied housing units","Estimate!!Total!!Moved from different county within same state","Margin of Error!!Total!!Moved from different county within same state","Estimate!!Total!!Moved from different county within same state!!Householder lived in owner-occupied housing units","Margin of Error!!Total!!Moved from different county within same state!!Householder lived in owner-occupied housing units","Estimate!!Total!!Moved from different county within same state!!Householder lived in renter-occupied housing units","Margin of Error!!Total!!Moved from different county within same state!!Householder lived in renter-occupied housing units","Estimate!!Total!!Moved from different state","Margin of Error!!Total!!Moved from different state","Estimate!!Total!!Moved from different state!!Householder lived in owner-occupied housing units","Margin of Error!!Total!!Moved from different state!!Householder lived in owner-occupied housing units","Estimate!!Total!!Moved from different state!!Householder lived in renter-occupied housing units","Margin of Error!!Total!!Moved from different state!!Householder lived in renter-occupied housing units","Estimate!!Total!!Moved from abroad","Margin of Error!!Total!!Moved from abroad","Estimate!!Total!!Moved from abroad!!Householder lived in owner-occupied housing units","Margin of Error!!Total!!Moved from abroad!!Householder lived in owner-occupied housing units","Estimate!!Total!!Moved from abroad!!Householder lived in renter-occupied housing units","Margin of Error!!Total!!Moved from abroad!!Householder lived in renter-occupied housing units"
"0200000US4","West Region","71143653","5756","42806196","183470","28337457","183627","59773180","71298","39501905","179360","20271275","121714","7539135","58773","2066499","14699","5472636","58781","1763193","18026","592661","7631","1170532","16672","1592307","14738","477433","6748","1114874","12689","475838","6881","167698","4153","308140","6550"
